"vnum"	"name"	"locale_name"	"type"	"subtype"	"stack"	"weight"	"size"	"antiflag"	"flag"	"wearflag"	"immuneflag"	"gold"	"shop_buy_price"	"refined_vnum"	"refine_set"	"magic_pct"	"specular"	"socket_pct"	"addon_type"	"limittype0"	"limitvalue0"	"limittype1"	"limitvalue1"	"applytype0"	"applyvalue0"	"applytype1"	"applyvalue1"	"applytype2"	"applyvalue2"	"value0"	"value1"	"value2"	"value3"	"value4"	"value5"	"socket0"	"socket1"	"socket2"	"socket3"	"socket4"	"socket5"
"78"	"ż¬°Ë+8"	"Miecz Storczykowy+8"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"41000"	"41000"	"79"	"606"	"20"	"80"	"2"	"0"	"1"	"32"	"0"	"0"	"17"	"27"	"0"	"0"	"0"	"0"	"0"	"38"	"48"	"43"	"56"	"65"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"79"	"ż¬°Ë+9"	"Miecz Storczykowy+9"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"61500"	"61500"	"0"	"0"	"20"	"100"	"2"	"0"	"1"	"32"	"0"	"0"	"17"	"27"	"0"	"0"	"0"	"0"	"0"	"38"	"48"	"43"	"56"	"77"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"80"	"»çŔÎ°Ë+0"	"Miecz Półtoraręczny+0"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"15000"	"15000"	"81"	"595"	"20"	"0"	"2"	"0"	"1"	"36"	"0"	"0"	"17"	"21"	"0"	"0"	"0"	"0"	"0"	"56"	"74"	"56"	"67"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"81"	"»çŔÎ°Ë+1"	"Miecz Półtoraręczny+1"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"16500"	"16500"	"82"	"596"	"20"	"0"	"2"	"0"	"1"	"36"	"0"	"0"	"17"	"21"	"0"	"0"	"0"	"0"	"0"	"56"	"74"	"56"	"67"	"7"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"82"	"»çŔÎ°Ë+2"	"Miecz Półtoraręczny+2"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"18000"	"18000"	"83"	"597"	"20"	"0"	"2"	"0"	"1"	"36"	"0"	"0"	"17"	"21"	"0"	"0"	"0"	"0"	"0"	"56"	"74"	"56"	"67"	"13"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"83"	"»çŔÎ°Ë+3"	"Miecz Półtoraręczny+3"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"21000"	"21000"	"84"	"598"	"20"	"0"	"2"	"0"	"1"	"36"	"0"	"0"	"17"	"21"	"0"	"0"	"0"	"0"	"0"	"56"	"74"	"56"	"67"	"20"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"84"	"»çŔÎ°Ë+4"	"Miecz Półtoraręczny+4"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"25000"	"25000"	"85"	"599"	"20"	"30"	"2"	"0"	"1"	"36"	"0"	"0"	"17"	"21"	"0"	"0"	"0"	"0"	"0"	"56"	"74"	"56"	"67"	"25"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"85"	"»çŔÎ°Ë+5"	"Miecz Półtoraręczny+5"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"31500"	"31500"	"86"	"600"	"20"	"40"	"2"	"0"	"1"	"36"	"0"	"0"	"17"	"21"	"0"	"0"	"0"	"0"	"0"	"56"	"74"	"56"	"67"	"34"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"86"	"»çŔÎ°Ë+6"	"Miecz Półtoraręczny+6"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"40500"	"40500"	"87"	"607"	"20"	"50"	"2"	"0"	"1"	"36"	"0"	"0"	"17"	"21"	"0"	"0"	"0"	"0"	"0"	"56"	"74"	"56"	"67"	"44"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"87"	"»çŔÎ°Ë+7"	"Miecz Półtoraręczny+7"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"55000"	"55000"	"88"	"608"	"20"	"65"	"2"	"0"	"1"	"36"	"0"	"0"	"17"	"21"	"0"	"0"	"0"	"0"	"0"	"56"	"74"	"56"	"67"	"55"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"88"	"»çŔÎ°Ë+8"	"Miecz Półtoraręczny+8"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"77000"	"77000"	"89"	"609"	"20"	"80"	"2"	"0"	"1"	"36"	"0"	"0"	"17"	"21"	"0"	"0"	"0"	"0"	"0"	"56"	"74"	"56"	"67"	"67"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"89"	"»çŔÎ°Ë+9"	"Miecz Półtoraręczny+9"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"115500"	"115500"	"0"	"0"	"20"	"100"	"2"	"0"	"1"	"36"	"0"	"0"	"17"	"21"	"0"	"0"	"0"	"0"	"0"	"56"	"74"	"56"	"67"	"79"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"90"	"ł˛¸¸µµ+0"	"Miecz Barbarzyńcy+0"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"20000"	"20000"	"91"	"595"	"20"	"0"	"2"	"0"	"1"	"40"	"0"	"0"	"17"	"15"	"0"	"0"	"0"	"0"	"0"	"52"	"63"	"59"	"76"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"91"	"ł˛¸¸µµ+1"	"Miecz Barbarzyńcy+1"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"22000"	"22000"	"92"	"596"	"20"	"0"	"2"	"0"	"1"	"40"	"0"	"0"	"17"	"15"	"0"	"0"	"0"	"0"	"0"	"52"	"63"	"59"	"76"	"7"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"92"	"ł˛¸¸µµ+2"	"Miecz Barbarzyńcy+2"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"24000"	"24000"	"93"	"597"	"20"	"0"	"2"	"0"	"1"	"40"	"0"	"0"	"17"	"15"	"0"	"0"	"0"	"0"	"0"	"52"	"63"	"59"	"76"	"13"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"93"	"ł˛¸¸µµ+3"	"Miecz Barbarzyńcy+3"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"28000"	"28000"	"94"	"598"	"20"	"0"	"2"	"0"	"1"	"40"	"0"	"0"	"17"	"15"	"0"	"0"	"0"	"0"	"0"	"52"	"63"	"59"	"76"	"20"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"94"	"ł˛¸¸µµ+4"	"Miecz Barbarzyńcy+4"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"33500"	"33500"	"95"	"599"	"20"	"30"	"2"	"0"	"1"	"40"	"0"	"0"	"17"	"15"	"0"	"0"	"0"	"0"	"0"	"52"	"63"	"59"	"76"	"26"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"95"	"ł˛¸¸µµ+5"	"Miecz Barbarzyńcy+5"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"41500"	"41500"	"96"	"600"	"20"	"40"	"2"	"0"	"1"	"40"	"0"	"0"	"17"	"15"	"0"	"0"	"0"	"0"	"0"	"52"	"63"	"59"	"76"	"35"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"96"	"ł˛¸¸µµ+6"	"Miecz Barbarzyńcy+6"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"54500"	"54500"	"97"	"610"	"20"	"50"	"2"	"0"	"1"	"40"	"0"	"0"	"17"	"15"	"0"	"0"	"0"	"0"	"0"	"52"	"63"	"59"	"76"	"45"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"97"	"ł˛¸¸µµ+7"	"Miecz Barbarzyńcy+7"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"73500"	"73500"	"98"	"611"	"20"	"65"	"2"	"0"	"1"	"40"	"0"	"0"	"17"	"15"	"0"	"0"	"0"	"0"	"0"	"52"	"63"	"59"	"76"	"56"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"98"	"ł˛¸¸µµ+8"	"Miecz Barbarzyńcy+8"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"102500"	"102500"	"99"	"612"	"20"	"80"	"2"	"0"	"1"	"40"	"0"	"0"	"17"	"15"	"0"	"0"	"0"	"0"	"0"	"52"	"63"	"59"	"76"	"68"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"99"	"ł˛¸¸µµ+9"	"Miecz Barbarzyńcy+9"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"154000"	"154000"	"0"	"0"	"20"	"100"	"2"	"0"	"1"	"40"	"0"	"0"	"17"	"15"	"0"	"0"	"0"	"0"	"0"	"52"	"63"	"59"	"76"	"81"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"100"	"Ç÷°Ë+0"	"Krwawy Miecz+0"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"40000"	"40000"	"101"	"829"	"20"	"0"	"3"	"0"	"1"	"45"	"0"	"0"	"17"	"25"	"0"	"0"	"0"	"0"	"0"	"67"	"90"	"71"	"95"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"101"	"Ç÷°Ë+1"	"Krwawy Miecz+1"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"44000"	"44000"	"102"	"830"	"20"	"0"	"3"	"0"	"1"	"45"	"0"	"0"	"17"	"25"	"0"	"0"	"0"	"0"	"0"	"67"	"90"	"71"	"95"	"7"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"102"	"Ç÷°Ë+2"	"Krwawy Miecz+2"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"48000"	"48000"	"103"	"831"	"20"	"0"	"3"	"0"	"1"	"45"	"0"	"0"	"17"	"25"	"0"	"0"	"0"	"0"	"0"	"67"	"90"	"71"	"95"	"13"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"103"	"Ç÷°Ë+3"	"Krwawy Miecz+3"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"56000"	"56000"	"104"	"832"	"20"	"0"	"3"	"0"	"1"	"45"	"0"	"0"	"17"	"25"	"0"	"0"	"0"	"0"	"0"	"67"	"90"	"71"	"95"	"20"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"104"	"Ç÷°Ë+4"	"Krwawy Miecz+4"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"67000"	"67000"	"105"	"833"	"20"	"30"	"3"	"0"	"1"	"45"	"0"	"0"	"17"	"25"	"0"	"0"	"0"	"0"	"0"	"67"	"90"	"71"	"95"	"26"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"105"	"Ç÷°Ë+5"	"Krwawy Miecz+5"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"83000"	"83000"	"106"	"834"	"20"	"40"	"3"	"0"	"1"	"45"	"0"	"0"	"17"	"25"	"0"	"0"	"0"	"0"	"0"	"67"	"90"	"71"	"95"	"35"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"106"	"Ç÷°Ë+6"	"Krwawy Miecz+6"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"109000"	"109000"	"107"	"835"	"20"	"50"	"3"	"0"	"1"	"45"	"0"	"0"	"17"	"25"	"0"	"0"	"0"	"0"	"0"	"67"	"90"	"71"	"95"	"45"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"107"	"Ç÷°Ë+7"	"Krwawy Miecz+7"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"147000"	"147000"	"108"	"836"	"20"	"65"	"3"	"0"	"1"	"45"	"0"	"0"	"17"	"25"	"0"	"0"	"0"	"0"	"0"	"67"	"90"	"71"	"95"	"56"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"108"	"Ç÷°Ë+8"	"Krwawy Miecz+8"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"205000"	"205000"	"109"	"837"	"20"	"80"	"3"	"0"	"1"	"45"	"0"	"0"	"17"	"25"	"0"	"0"	"0"	"0"	"0"	"67"	"90"	"71"	"95"	"68"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"109"	"Ç÷°Ë+9"	"Krwawy Miecz+9"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"308000"	"308000"	"0"	"0"	"20"	"100"	"3"	"0"	"1"	"45"	"0"	"0"	"17"	"25"	"0"	"0"	"0"	"0"	"0"	"67"	"90"	"71"	"95"	"81"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"110"	"ą¬°Ë+0"	"Wielki Miecz+0"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"60000"	"60000"	"111"	"829"	"20"	"0"	"3"	"0"	"1"	"50"	"0"	"0"	"17"	"22"	"0"	"0"	"0"	"0"	"0"	"63"	"86"	"77"	"101"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"111"	"ą¬°Ë+1"	"Wielki Miecz+1"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"66000"	"66000"	"112"	"830"	"20"	"0"	"3"	"0"	"1"	"50"	"0"	"0"	"17"	"22"	"0"	"0"	"0"	"0"	"0"	"63"	"86"	"77"	"101"	"7"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"112"	"ą¬°Ë+2"	"Wielki Miecz+2"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"72000"	"72000"	"113"	"831"	"20"	"0"	"3"	"0"	"1"	"50"	"0"	"0"	"17"	"22"	"0"	"0"	"0"	"0"	"0"	"63"	"86"	"77"	"101"	"13"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"113"	"ą¬°Ë+3"	"Wielki Miecz+3"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"84000"	"84000"	"114"	"832"	"20"	"0"	"3"	"0"	"1"	"50"	"0"	"0"	"17"	"22"	"0"	"0"	"0"	"0"	"0"	"63"	"86"	"77"	"101"	"20"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"114"	"ą¬°Ë+4"	"Wielki Miecz+4"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"100500"	"100500"	"115"	"838"	"20"	"30"	"3"	"0"	"1"	"50"	"0"	"0"	"17"	"22"	"0"	"0"	"0"	"0"	"0"	"63"	"86"	"77"	"101"	"26"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"115"	"ą¬°Ë+5"	"Wielki Miecz+5"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"124500"	"124500"	"116"	"839"	"20"	"40"	"3"	"0"	"1"	"50"	"0"	"0"	"17"	"22"	"0"	"0"	"0"	"0"	"0"	"63"	"86"	"77"	"101"	"35"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"116"	"ą¬°Ë+6"	"Wielki Miecz+6"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"163500"	"163500"	"117"	"840"	"20"	"50"	"3"	"0"	"1"	"50"	"0"	"0"	"17"	"22"	"0"	"0"	"0"	"0"	"0"	"63"	"86"	"77"	"101"	"45"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"117"	"ą¬°Ë+7"	"Wielki Miecz+7"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"220500"	"220500"	"118"	"841"	"20"	"65"	"3"	"0"	"1"	"50"	"0"	"0"	"17"	"22"	"0"	"0"	"0"	"0"	"0"	"63"	"86"	"77"	"101"	"56"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"118"	"ą¬°Ë+8"	"Wielki Miecz+8"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"307500"	"307500"	"119"	"842"	"20"	"80"	"3"	"0"	"1"	"50"	"0"	"0"	"17"	"22"	"0"	"0"	"0"	"0"	"0"	"63"	"86"	"77"	"101"	"68"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"119"	"ą¬°Ë+9"	"Wielki Miecz+9"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"462000"	"462000"	"0"	"0"	"20"	"100"	"3"	"0"	"1"	"50"	"0"	"0"	"17"	"22"	"0"	"0"	"0"	"0"	"0"	"63"	"86"	"77"	"101"	"81"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"120"	"şńĽ±°Ë+0"	"Miecz Lat. Maga+0"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"90000"	"90000"	"121"	"829"	"20"	"0"	"3"	"0"	"1"	"55"	"0"	"0"	"17"	"17"	"0"	"0"	"0"	"0"	"0"	"75"	"112"	"86"	"112"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"121"	"şńĽ±°Ë+1"	"Miecz Lat. Maga+1"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"99000"	"99000"	"122"	"830"	"20"	"0"	"3"	"0"	"1"	"55"	"0"	"0"	"17"	"17"	"0"	"0"	"0"	"0"	"0"	"75"	"112"	"86"	"112"	"7"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"122"	"şńĽ±°Ë+2"	"Miecz Lat. Maga+2"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"108000"	"108000"	"123"	"831"	"20"	"0"	"3"	"0"	"1"	"55"	"0"	"0"	"17"	"17"	"0"	"0"	"0"	"0"	"0"	"75"	"112"	"86"	"112"	"13"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"123"	"şńĽ±°Ë+3"	"Miecz Lat. Maga+3"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"126000"	"126000"	"124"	"832"	"20"	"0"	"3"	"0"	"1"	"55"	"0"	"0"	"17"	"17"	"0"	"0"	"0"	"0"	"0"	"75"	"112"	"86"	"112"	"20"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"124"	"şńĽ±°Ë+4"	"Miecz Lat. Maga+4"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"150750"	"150750"	"125"	"843"	"20"	"30"	"3"	"0"	"1"	"55"	"0"	"0"	"17"	"17"	"0"	"0"	"0"	"0"	"0"	"75"	"112"	"86"	"112"	"26"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"125"	"şńĽ±°Ë+5"	"Miecz Lat. Maga+5"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"186750"	"186750"	"126"	"844"	"20"	"40"	"3"	"0"	"1"	"55"	"0"	"0"	"17"	"17"	"0"	"0"	"0"	"0"	"0"	"75"	"112"	"86"	"112"	"35"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"126"	"şńĽ±°Ë+6"	"Miecz Lat. Maga+6"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"245250"	"245250"	"127"	"845"	"20"	"50"	"3"	"0"	"1"	"55"	"0"	"0"	"17"	"17"	"0"	"0"	"0"	"0"	"0"	"75"	"112"	"86"	"112"	"45"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"127"	"şńĽ±°Ë+7"	"Miecz Lat. Maga+7"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"330750"	"330750"	"128"	"846"	"20"	"65"	"3"	"0"	"1"	"55"	"0"	"0"	"17"	"17"	"0"	"0"	"0"	"0"	"0"	"75"	"112"	"86"	"112"	"56"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"128"	"şńĽ±°Ë+8"	"Miecz Lat. Maga+8"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"461250"	"461250"	"129"	"847"	"20"	"80"	"3"	"0"	"1"	"55"	"0"	"0"	"17"	"17"	"0"	"0"	"0"	"0"	"0"	"75"	"112"	"86"	"112"	"68"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"129"	"şńĽ±°Ë+9"	"Miecz Lat. Maga+9"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"693000"	"693000"	"0"	"0"	"20"	"100"	"3"	"0"	"1"	"55"	"0"	"0"	"17"	"17"	"0"	"0"	"0"	"0"	"0"	"75"	"112"	"86"	"112"	"81"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"130"	"ąÝżůµµ+0"	"Pół-księżycowy Miecz+0"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"135000"	"135000"	"131"	"829"	"20"	"0"	"3"	"0"	"1"	"60"	"0"	"0"	"17"	"15"	"0"	"0"	"0"	"0"	"0"	"74"	"102"	"93"	"123"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"131"	"ąÝżůµµ+1"	"Pół-księżycowy Miecz+1"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"148500"	"148500"	"132"	"830"	"20"	"0"	"3"	"0"	"1"	"60"	"0"	"0"	"17"	"15"	"0"	"0"	"0"	"0"	"0"	"74"	"102"	"93"	"123"	"7"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"132"	"ąÝżůµµ+2"	"Pół-księżycowy Miecz+2"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"162000"	"162000"	"133"	"831"	"20"	"0"	"3"	"0"	"1"	"60"	"0"	"0"	"17"	"15"	"0"	"0"	"0"	"0"	"0"	"74"	"102"	"93"	"123"	"13"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"133"	"ąÝżůµµ+3"	"Pół-księżycowy Miecz+3"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"189000"	"189000"	"134"	"832"	"20"	"0"	"3"	"0"	"1"	"60"	"0"	"0"	"17"	"15"	"0"	"0"	"0"	"0"	"0"	"74"	"102"	"93"	"123"	"20"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"134"	"ąÝżůµµ+4"	"Pół-księżycowy Miecz+4"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"226125"	"226125"	"135"	"848"	"20"	"30"	"3"	"0"	"1"	"60"	"0"	"0"	"17"	"15"	"0"	"0"	"0"	"0"	"0"	"74"	"102"	"93"	"123"	"26"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"135"	"ąÝżůµµ+5"	"Pół-księżycowy Miecz+5"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"280125"	"280125"	"136"	"849"	"20"	"40"	"3"	"0"	"1"	"60"	"0"	"0"	"17"	"15"	"0"	"0"	"0"	"0"	"0"	"74"	"102"	"93"	"123"	"35"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"136"	"ąÝżůµµ+6"	"Pół-księżycowy Miecz+6"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"367875"	"367875"	"137"	"850"	"20"	"50"	"3"	"0"	"1"	"60"	"0"	"0"	"17"	"15"	"0"	"0"	"0"	"0"	"0"	"74"	"102"	"93"	"123"	"45"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"137"	"ąÝżůµµ+7"	"Pół-księżycowy Miecz+7"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"496125"	"496125"	"138"	"851"	"20"	"65"	"3"	"0"	"1"	"60"	"0"	"0"	"17"	"15"	"0"	"0"	"0"	"0"	"0"	"74"	"102"	"93"	"123"	"56"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"138"	"ąÝżůµµ+8"	"Pół-księżycowy Miecz+8"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"691875"	"691875"	"139"	"852"	"20"	"80"	"3"	"0"	"1"	"60"	"0"	"0"	"17"	"15"	"0"	"0"	"0"	"0"	"0"	"74"	"102"	"93"	"123"	"68"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"139"	"ąÝżůµµ+9"	"Pół-księżycowy Miecz+9"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"1039500"	"1039500"	"0"	"0"	"20"	"100"	"3"	"0"	"1"	"60"	"0"	"0"	"17"	"15"	"0"	"0"	"0"	"0"	"0"	"74"	"102"	"93"	"123"	"81"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"140"	"ą«˝Ö°Ë+0"	"Miecz Bojowy+0"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"270000"	"270000"	"141"	"19"	"3"	"0"	"3"	"0"	"1"	"65"	"0"	"0"	"17"	"15"	"0"	"0"	"0"	"0"	"0"	"65"	"87"	"100"	"140"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"141"	"ą«˝Ö°Ë+1"	"Miecz Bojowy+1"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"297000"	"297000"	"142"	"20"	"3"	"0"	"3"	"0"	"1"	"65"	"0"	"0"	"17"	"15"	"0"	"0"	"0"	"0"	"0"	"63"	"85"	"100"	"140"	"8"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"142"	"ą«˝Ö°Ë+2"	"Miecz Bojowy+2"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"324000"	"324000"	"143"	"21"	"3"	"0"	"3"	"0"	"1"	"65"	"0"	"0"	"17"	"15"	"0"	"0"	"0"	"0"	"0"	"61"	"83"	"100"	"140"	"17"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"143"	"ą«˝Ö°Ë+3"	"Miecz Bojowy+3"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"378000"	"378000"	"144"	"22"	"3"	"0"	"3"	"0"	"1"	"65"	"0"	"0"	"17"	"15"	"0"	"0"	"0"	"0"	"0"	"59"	"81"	"100"	"140"	"27"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"144"	"ą«˝Ö°Ë+4"	"Miecz Bojowy+4"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"452250"	"452250"	"145"	"23"	"3"	"30"	"3"	"0"	"1"	"65"	"0"	"0"	"17"	"15"	"0"	"0"	"0"	"0"	"0"	"57"	"79"	"100"	"140"	"38"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"145"	"ą«˝Ö°Ë+5"	"Miecz Bojowy+5"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"560250"	"560250"	"146"	"24"	"3"	"40"	"3"	"0"	"1"	"65"	"0"	"0"	"17"	"15"	"0"	"0"	"0"	"0"	"0"	"55"	"77"	"100"	"140"	"50"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"146"	"ą«˝Ö°Ë+6"	"Miecz Bojowy+6"	"1"	"0"	"200"	"0"	"2"	"32"	"1"	"16"	""	"735750"	"735750"	"147"	"25"	"3"	"50"	"3"	"0"	"1"	"65"	"0"	"0"	"17"	"15"	"0"	"0"	"0"	"0"	"0"	"53"	"75"	"100"	"140"	"63"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
